series_id	target_sequence_sha256	target_sequence_length	publication_id	article_dois	pmids	publication_years	authors	target_names	uniprot_ids	normalized_pH	normalized_temperature_C	data_sources	ligand_count	nonempty_murcko_scaffold_count	pKd_min	pKd_max	pKd_range	pKd_IQR	pdb_complex_ids	pdb_target_ids	local_pdb_complex_ids	has_holo_reference_candidate
G3S-746a69e2cbb9bb75	d3fb27d1375e72298cc4755c7a388e130ba0884d38e15489e3cc4e11f34b8393	685	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Serine/threonine-protein kinase PLK2	Q9NYY3	<missing>	<missing>	ChEMBL	13	13	5.08092191	9.09151498	4.01059307	0.657577319	2XB7;3FQS;3PIY;3SOA;3UE4;4E93;4MXO;4MXX;4MXY;4MXZ;4OGJ;4OTG;4PS5;4QMN;4U5J;5AJQ;5I9X;5JZN;5VC3;5VCY;5WNJ;6FDY;6OP9;6VGL;6VNE;6VNK;6WTN;7F3G;8BPW;8R4Q;8S5W;8XV9;8Z7U;8Z7Y;9D5F	4XB0	4PS5	true
G3S-8650abe99513c8b5	74456b553ff5ddac1a4e083df1cad62983d7a0fdf0ae9f59e09ffcbee3a932b4	1689	pmid:36227159		36227159	10/27/2022	Shishodia, S; Nuñez, R; Strohmier, BP; Bursch, KL; Goetz, CJ; Olp, MD; Jensen, DR; Fenske, TG; Ordonez-Rubiano, SC; Blau, ME; Roach, MK; Peterson, FC; Volkman, BF; Dykhuizen, EC; Smith, BC	Protein polybromo-1	Q86U86	<missing>	<missing>	ChEMBL	13	10	2.83983171	6.30541696	3.46558525	2.18452507	5ETD;7EQK;7NLU	2KTB;3G0J;3HMF;3IU5;3IU6;3K2J;3LJW;3MB4;3TLP;4Q0O;4Y03;5E7D;5FH6;5FH7;5FH8;5HRV;5HRW;5HRX;5II1;5II2;5IID;6OXB;6ZN6;6ZNV;6ZS3;6ZS4;8FTA		true
G3S-8b2494593689786c	176199afb705c1ca8070a539b7a0be426bb7d62f2001c8588526004be803672b	795	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Serine/threonine-protein kinase MARK1	Q9P0L2	<missing>	<missing>	ChEMBL	13	13	5.30980392	8.39794001	3.08813609	0.945642338	2XB7;3FQS;3PIY;4E93;4NCT;4OGJ;4OTG;4PS5;5JZN;5WNJ;6VNE;8BPW;8S5W;8XV9;8Z7U;8Z7Y	2HAK;3OSE;6C9D	4PS5	true
G3S-8d05e2916fdd562a	0f99982b545e61cc6fa4ca70be1e2f0f503d3e26f44fdb3067dd3c6905bb2788	344	doi:10.1038/nbt1358	10.1038/nbt1358	18183025	1/9/2008	Karaman, MW; Herrgard, S; Treiber, DK; Gallant, P; Atteridge, CE; Campbell, BT; Chan, KW; Ciceri, P; Davis, MI; Edeen, PT; Faraoni, R; Floyd, M; Hunt, JP; Lockhart, DJ; Milanov, ZV; Morrison, MJ; Pallares, G; Patel, HK; Pritchard, S; Wodicka, LM; Zarrinkar, PP	Aurora kinase B	Q96GD4	<missing>	<missing>	ChEMBL	13	13	5.37675071	8.1426675	2.76591679	0.957596151	1M17;1UWH;1UWJ;3AMA;3GCS;3HEG;3RGF;3WZE;4ASD;4C2V;4HJO;4NCT;4QMU;5DPV;5DR6;5DR9;5DT0;5HI2;5OBR;5USY;5USZ;5WIN;6DRW;6DWN;6P10;6P11;8B99;9D5P;9OS6;9R25			true
G3S-8d32f67f3244a075	e4a9ea745635c950475641c84676edde20d12f8fc62fb2c5df55eabe66448254	264	doi:10.1016/j.bmc.2010.09.011	10.1016/j.bmc.2010.09.011	20889345	10/18/2010	Sudzius, J; Baranauskiene, L; Golovenko, D; Matuliene, J; Michailoviene, V; Torresan, J; Jachno, J; Sukackaite, R; Manakova, E; Grazulis, S; Tumkevi&ccaron;ius, S; Matulis, D	Carbonic anhydrase 7	P43166	<missing>	<missing>	ChEMBL	13	7	2.48148606	7.49064975	5.00916369	1.60205999	1BCD;3M3X;3M40;3M5E;3MHI;3MHL;3MHM;3MHO	3MDZ;3ML5;6G4T;6H36;6H37;6H38;6SDT;6ZR9;7NC4;7P1A;8Q3U		true
G3S-9301c8a91c62b3b1	84d75d50d5ce7d3a10265d181511b7da2f50e01e04405dbdd23c36b13f73600e	332	doi:10.1021/jm400830r	10.1021/jm400830r	23919758	9/12/2013	Zender, M; Klein, T; Henn, C; Kirsch, B; Maurer, CK; Kail, D; Ritter, C; Dolezal, O; Steinbach, A; Hartmann, RW	Virulence factor transcriptional regulator MvfR	A0A072ZLE6	<missing>	<missing>	ChEMBL	13	7	3.69897	6.67778071	2.9788107	0.865457999	6RB3	4JVC;4JVD;4JVI;6B8A;6Q7U;6Q7V;6Q7W;6TPR;6YIZ;6YZ3;6Z07;6Z17;6Z5K;7NBW;7O2T;7O2U;7P4U;7QA0;7QA3;8Q5K;8Q5L		true
G3S-9b54504f6e556108	2c8cd04b05ab94347ed7d5ea93018f321f009a2f4f3efe0617694e0d88d65322	1711	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Serine/threonine-protein kinase MRCK beta	Q9Y5S2	<missing>	<missing>	ChEMBL	13	13	5.31875876	7.37675071	2.05799195	0.472322372	1M52;2GQG;2IVU;2XB7;2Y6O;2ZVA;3G5D;3K54;3LFA;3OCT;3OHT;3QLG;3SXR;4AG8;4AGC;4E93;4OTG;4QMS;4TWP;4WA9;4XEY;4XLI;5BVW;5H2U;5I9Y;5IA3;5JZN;5OWR;5VCV;5WNJ;6BSD;6FNM;7ERK;7N9G;8BPW;8S9F	3QFV;3TKU;4UAK;4UAL;5OTE;5OTF	7ERK	true
G3S-9d6a5cd4aa7d5e7a	07709ab07a513c4dce1a7959395be60cbd9c5b95c7f6810f9e2bbbac5fb11a0a	433	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Serine/threonine-protein kinase STK11	Q15831	<missing>	<missing>	ChEMBL	13	13	5.22914799	7.74472749	2.51557951	1.62964351	3FQS;3PIY;4NCT;4OGJ;4OTG;4PS5;5WNJ;6VNE;8BPW;8S5W;8XV9;8Z7U;8Z7Y	8VSU	4PS5	true
G3S-9da50aae3ade7697	67e5f6d83659a78f4afaaec8e976bc41696235b5d85631cd2a4f173851e7435e	481	doi:10.1021/jm801643b	10.1021/jm801643b	19354253	5/14/2009	Konkle, ME; Hargrove, TY; Kleshchenko, YY; von Kries, JP; Ridenour, W; Uddin, MJ; Caprioli, RM; Marnett, LJ; Nes, WD; Villalta, F; Waterman, MR; Lepesheva, GI	Sterol 14-alpha demethylase	Q7Z1V1	7.4	24	Curated from the literature by BindingDB	13	9	5.11918641	6.82390874	1.70472233	0.412663265	2CI0	2WUZ;2WX2;3K1O;3KHM;3KSW;3ZG2;3ZG3;4BMM;4BY0;4C0C;4CK8;4CK9;4CKA;4COH;4H6O;4UQH;4UVR;5AJR		true
G3S-a022c0b210d7ba00	5d78401928f71270a3c2535a703c59688b487c6e57b673e4679367a83fdf4674	762	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	cGMP-dependent protein kinase 2	Q13237	<missing>	<missing>	ChEMBL	13	13	5.4436975	8.50863831	3.06494081	1.50514998	2XB7;3FQS;3PIY;4E93;4NCT;4OGJ;4OTG;4PS5;4U5J;5JZN;5WNJ;6VGL;6VNE;6VNK;6WTN;7F3G;8BPW;8S5W;8XV9;8Z7U;8Z7Y	5BV6;5C6C;5C8W;5JIX;5JIZ;6BQ8	4PS5	true
G3S-a0eeacac2c679281	4b992438444e5580e88eec14328d65dc56021c00706daab77dfc20892b6dcdb6	122	doi:10.1016/j.ejmech.2022.115025	10.1016/j.ejmech.2022.115025	36549118	2/5/2023	n/a	PA-I galactophilic lectin	Q05097	<missing>	<missing>	ChEMBL	13	10	4.92445304	7.55284197	2.62838893	0.899884847	4A6S;7Z62;7Z63	1L7L;1OKO;1UOJ;2VXJ;2WYF;3ZYB;3ZYF;3ZYH;4A6S;4AL9;4CP9;4CPB;4LJH;4LK6;4LK7;4LKD;4LKE;4LKF;4YW6;4YW7;4YWA;5D21;5MIH;6YO3;6YOH;7FIO;7FJH;7Z62;7Z63;8GUV;9G3R	4A6S;7Z62;7Z63	true
G3S-a2f3199bf6b2b6f4	4793c5b0a3bb8263732fb612f8f21834b21a20617a8ea595843c2ec3fead15e5	970	doi:10.1038/nbt1358	10.1038/nbt1358	18183025	1/9/2008	Karaman, MW; Herrgard, S; Treiber, DK; Gallant, P; Atteridge, CE; Campbell, BT; Chan, KW; Ciceri, P; Davis, MI; Edeen, PT; Faraoni, R; Floyd, M; Hunt, JP; Lockhart, DJ; Milanov, ZV; Morrison, MJ; Pallares, G; Patel, HK; Pritchard, S; Wodicka, LM; Zarrinkar, PP	Serine/threonine-protein kinase PLK4	O00444	<missing>	<missing>	ChEMBL	13	13	5.1079054	9.11350927	4.00560388	1.57403127	1UWH;1UWJ;2IVU;3AMA;3GCS;3HEG;3RGF;3WZE;4ASD;4C2V;4NCT;4QMU;5DPV;5DR6;5DR9;5DT0;5HI2;5OBR;5USY;5USZ;5WIN;6DRW;6P10;6P11;8B99;9R25	2N19;4JXF;4N7V;4N7Z;4N9J;4YUR;4YYP;5LHY;5LHZ;6W38;6W3I;6W3J;8XPG		true
G3S-a620d876229e4fc4	bc397cc8eb78693a226a23c89a09eb3c0054deef0ef8c9cae74b11a491fad1df	870	doi:10.1021/acs.jmedchem.5b00529	10.1021/acs.jmedchem.5b00529	26226049	8/13/2015	Scheuermann, TH; Stroud, D; Sleet, CE; Bayeh, L; Shokri, C; Wang, H; Caldwell, CG; Longgood, J; MacMillan, JB; Bruick, RK; Gardner, KH; Tambar, UK	Endothelial PAS domain-containing protein 1	Q99814	<missing>	<missing>	ChEMBL	13	2	5.93181414	7.4202164	1.48840227	0.549383833	4XT2	1P97;2A24;3F1N;3F1O;3F1P;3H7W;3H82;4GHI;4GS9;4PKY;4XT2;6BVB;6CZW;6D09;6D0B;6D0C;6E3S;6E3U;6I7Q;6I7R;7Q5V;7Q5X;7UJV;8CK3;8CK4;8CK8;8Q5S;8Q64;8Q6D;8Q6E;8RUT;8RUV;8RUZ;8RV1;9OF0;9OF2		true
G3S-a6fe6c755321c4f5	6d5bab5d8d70be3a440bacfb3ec857e93468837e7e7298ba8ba0a1486ec8d732	857	doi:10.1038/nbt1358	10.1038/nbt1358	18183025	1/9/2008	Karaman, MW; Herrgard, S; Treiber, DK; Gallant, P; Atteridge, CE; Campbell, BT; Chan, KW; Ciceri, P; Davis, MI; Edeen, PT; Faraoni, R; Floyd, M; Hunt, JP; Lockhart, DJ; Milanov, ZV; Morrison, MJ; Pallares, G; Patel, HK; Pritchard, S; Wodicka, LM; Zarrinkar, PP	Dual specificity protein kinase TTK	P33981	<missing>	<missing>	ChEMBL	13	12	5.07058107	7.21467016	2.14408909	1.26324143	1UWH;1UWJ;3AMA;3GCS;3HEG;3RGF;3WZE;4ASD;4C2V;4NCT;4QMU;5DPV;5DR6;5DR9;5DT0;5HI2;5OBR;5USY;5USZ;5WIN;6DRW;6P10;6P11;8B99;9R25	2X9E;2ZMC;3DBQ;3HMN;3HMO;3HMP;3VQU;3W1F;3WYX;3WYY;3WZJ;3WZK;4D2S;4JS8;4JT3;4O6L;4ZEG;6B4W;6N6O;6TN9;6TNB;6TNC;6TND;7CHM;7CHN;7CHT;7CIL;7CJA;7CLH		true
G3S-a9caaa3673787ae3	e4a9ea745635c950475641c84676edde20d12f8fc62fb2c5df55eabe66448254	264	doi:10.1016/j.bmc.2010.09.016	10.1016/j.bmc.2010.09.016	20926301	10/18/2010	Capkauskaite, E; Baranauskiene, L; Golovenko, D; Manakova, E; Grazulis, S; Tumkevi&ccaron;ius, S; Matulis, D	Carbonic anhydrase 7	P43166	<missing>	<missing>	ChEMBL	13	5	5	7	2	0.397940009	3BL1;3M98;8VPN;9PIG	3MDZ;3ML5;6G4T;6H36;6H37;6H38;6SDT;6ZR9;7NC4;7P1A;8Q3U;9QQ2;9QQ3		true
G3S-ad750a4c0a2f7a9c	5862305c8302b2d7dd9de31f34102a1220d9099d9f6f7b961610ed4337934880	261	doi:10.1016/j.ejmech.2012.02.050	10.1016/j.ejmech.2012.02.050	22440859	4/30/2012	Capkauskaite, E; Zubriene, A; Baranauskiene, L; Tamulaitiene, G; Manakova, E; Kairys, V; Grazulis, S; Tumkevicius, S; Matulis, D	Carbonic anhydrase 1	P00915	<missing>	<missing>	ChEMBL	13	4	5.84149095	7.24074303	1.39925208	0.774603842	3S8X;3S9T;3SAP;3SAX;3SBH;3SBI;4QSI	1AZM;1BZM;1CZM;1HCB;1HUG;1HUH;2FOY;2FW4;2IT4;2NMX;2NN1;2NN7;3LXE;3W6H;3W6I;4WR7;4WUP;4WUQ;5E2M;5GMM;6EVR;6EX1;6F3B;6FAF;6FAG;6G3V;6HWZ;6I0J;6I0L;6SWM;6XZE;6XZO;6XZS;6XZX;6XZY;6Y00;7PLF;7Q0D;7QOB;7ZL5;8CDX;8CDZ;8Q6L;8Q7G;8QGV;8QQ9;8QUN;8RLO;8S4F;9EP2;9H81;9HWN;9RV0		true
G3S-adf3d9017899d822	78aa999dbe4609a1e93e1680d9cfd8d8330f31989552f13acb8e67d4c982eeb4	332	doi:10.1021/jm201734r	10.1021/jm201734r	22417091	4/12/2012	Ward, RA; Brassington, C; Breeze, AL; Caputo, A; Critchlow, S; Davies, G; Goodwin, L; Hassall, G; Greenwood, R; Holdgate, GA; Mrosek, M; Norman, RA; Pearson, S; Tart, J; Tucker, JA; Vogtherr, M; Whittaker, D; Wingfield, J; Winter, J; Hudson, K	L-lactate dehydrogenase A chain	P04642	7.5	<missing>	Curated from the literature by BindingDB	13	7	2.37675071	4.21707609	1.84032538	0.522878745	4AJ1;4AJ4;4AJE;4AJH;4AJI;4AJJ	4AJ1;4AJ2;4AJ4;4AJE;4AJH;4AJI;4AJJ;4AJK;4AJL;4AJN;4AJO;4AL4;4ZVV;5ES3;5KKC;5NQB;5NQQ;5W8H;5W8I;5W8J;5W8K;5W8L;6MV8;6MVA;6Q0D;6Q13;7M2N;7P4G;8FW6		true
G3S-c255ba76ac5d2e05	808152c23dd7903f79cd211e69be307502872a8319329ebfdb49ad3c6d25ad55	464	doi:10.1038/nbt1358	10.1038/nbt1358	18183025	1/9/2008	Karaman, MW; Herrgard, S; Treiber, DK; Gallant, P; Atteridge, CE; Campbell, BT; Chan, KW; Ciceri, P; Davis, MI; Edeen, PT; Faraoni, R; Floyd, M; Hunt, JP; Lockhart, DJ; Milanov, ZV; Morrison, MJ; Pallares, G; Patel, HK; Pritchard, S; Wodicka, LM; Zarrinkar, PP	Mitogen-activated protein kinase 10	P53779	<missing>	<missing>	ChEMBL	13	12	5.25963731	7.45593196	2.19629465	1.46375729	2ITO;2ITY;2ITZ;3AMA;3UG2;4I22;4NCT;4QMU;4WKQ;5DPV;5DR6;5DR9;5DT0;5OBR;5USY;5USZ;5WIN;5Y7Z;5Y80;6DRW;6P10;6P11;8B99;9D5E;9D5H;9OS6	1JNK;1PMN;1PMU;1PMV;1UKH;1UKI;2B1P;2EXC;2O0U;2O2U;2OK1;2P33;2R9S;2WAJ;2XRW;2XS0;2ZDT;2ZDU;3CGF;3CGO;3DA6;3FI3;3G90;3G9L;3G9N;3KVX;3OXI;3OY1;3PTG;3PZE;3RTP;3TTI;3TTJ;3V6R;3V6S;3VUD;4E73;4G1W;4H36;4H39;4H3B;4HYS;4HYU;4IZY;4KKE;4KKG;4KKH;4U79;4W4V;4W4W;4W4X;4W4Y;4WHZ;4Y46;4Y5H;4YR8;4Z9L;5LW1;6F5E;7KSI;7KSJ;7KSK;7S1N;7YL1;8BZP;8ENJ;8VNX;8VO4;8VS0;8VTF;8WGF;8X5M;9FT9		true
G3S-c3c5a019b74ad669	d961c11c8ae954dfe65b65cd69301d2bd14283d8ff04e922008d5d6ea2d58d91	674	doi:10.1021/jm500165n	10.1021/jm500165n	24684293	5/8/2014	Pu, Y; Kang, JH; Sigano, DM; Peach, ML; Lewin, NE; Marquez, VE; Blumberg, PM	Protein kinase C delta type	P28867	<missing>	<missing>	ChEMBL	13	3	5.67736729	9.63827216	3.96090488	2.89042102	7KNJ			true
G3S-c4172ea798d00a8b	583697c38823cc926ddccb0592406165723fdaa388ff860744664de963889248	396	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Serine/threonine-protein kinase 32A	Q8WU08	<missing>	<missing>	ChEMBL	13	13	5.25963731	7.88605665	2.62641934	0.559090918	1M52;2IVU;2XB7;3FQS;3PIY;3SOA;3UE4;4E93;4MXO;4MXX;4MXY;4MXZ;4NCT;4OTG;4QMN;5AJQ;5I9X;5IA3;5JZN;5VC3;5VCY;5WNJ;6FDY;6OP9;8BPW;8R4Q;9D5F	4FR4		true
G3S-cc514e3ef4ca53ef	6834b55694aab703c339ba6ac2704555828d4f5bbc446b544745e2105d4e5070	1512	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Cyclin-dependent kinase 13	Q14004	<missing>	<missing>	ChEMBL	13	13	5.50863831	9.02687215	3.51823384	1.4202164	2FVD;4C2V;4OTG;5D1J;5WNJ;8BPW	4UN0;5EFQ;7NXJ	2FVD;5D1J	true
G3S-d207c324846b2507	94598ef6b31dd758a4cd8c66de1f93dc6081f3eca13ae4ee8a1c6bbd21e668ef	464	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Cyclin-dependent kinase 8	P49336	<missing>	<missing>	ChEMBL	13	13	5.09691001	8.85387196	3.75696195	1.43012469	1UWH;1UWJ;3GCS;3HEG;3RGF;3WZE;4ASD;4OTG;5D1J;5HI2;5WNJ;8BPW;9R25	3RGF;4CRL;4F6S;4F6U;4F6W;4F70;4F7J;4F7L;4F7N;4F7S;4G6L;5BNJ;5CEI;5FGK;5HBE;5HBH;5HBJ;5HNB;5HVY;5I5Z;5ICP;5IDN;5IDP;5XQX;5XS2;6QTG;6QTJ;6R3S;6T41;6TPA;6Y0A;8TQ2;8TQC;9H8C;9H8S	5D1J	true
G3S-d5f2b3941320fd29	38e97d50880fc5ed6f0b961be3eff31062d9e7c8ddaa271c5384bb59ca0ce846	536	pmid:38932616		38932616	//0	Palmer, N; Agnew, C; Benn, C; Buffham, WJ; Castro, JN; Chessari, G; Clark, M; Cons, BD; Coyle, JE; Dawson, LA; Hamlett, CCF; Hodson, C; Holding, F; Johnson, CN; Liebeschuetz, JW; Mahajan, P; McCarthy, JM; Murray, CW; O'Reilly, M; Peakman, T; Price, A; Rapti, M; Reeks, J; Schöpf, P; St-Denis, JD; Valenzano, C; Wallis, NG; Walser, R; Weir, H; Wilsher, NE; Woodhead, A; Bento, CF; Tisi, D	Lysosomal acid glucosylceramidase	P04062	<missing>	<missing>	ChEMBL	13	4	3.38721614	7.74472749	4.35751135	2.22577904	2VIN;9FA3;9FAL;9FAY;9FAZ;9FB2;9FDI	2WKL;5LVX;6T13;6TJK;6TJQ;6TN1;6YTR;6Z3I;7NWV;8AWK;8AWR;8AX3;9F9Z;9FA3;9FA6;9FAD;9FAL;9FAY;9FAZ;9FB2;9FDI;9FJF		true
G3S-e7cc629ae3ba9ea8	c81b4e9e806e0ace9f779e65477e6c988dea6cad5eecfbcb35f2364c5fc884dd	821	doi:10.1038/nbt1358	10.1038/nbt1358	18183025	1/9/2008	Karaman, MW; Herrgard, S; Treiber, DK; Gallant, P; Atteridge, CE; Campbell, BT; Chan, KW; Ciceri, P; Davis, MI; Edeen, PT; Faraoni, R; Floyd, M; Hunt, JP; Lockhart, DJ; Milanov, ZV; Morrison, MJ; Pallares, G; Patel, HK; Pritchard, S; Wodicka, LM; Zarrinkar, PP	Fibroblast growth factor receptor 2	P21802	<missing>	<missing>	ChEMBL	13	13	5.56863624	7	1.43136376	0.474574066	1UWH;1UWJ;2GQG;2IVU;2Y6O;2ZVA;3AMA;3G5D;3GCS;3HEG;3K54;3LFA;3OCT;3OHT;3QLG;3RGF;3SXR;3WZE;4ASD;4NCT;4QMS;4QMU;4XEY;4XLI;5BVW;5DPV;5DR6;5DR9;5DT0;5H2U;5HI2;5I9Y;5OBR;5OWR;5USY;5USZ;5VCV;5WIN;6BSD;6DRW;6FNM;6P10;6P11;7ERK;7N9G;8B99;8S9F;9R25	1DJS;1E0O;1EV2;1GJO;1OEC;2PSQ;5EG3;6LVK;6LVL;7OZY;8H75;8STG;8YKI;9U7E;9U7S;9VLM	7ERK	true
G3S-f2766ed073d43536	fb1c78adff4cb9c0445896aaa573d37db2028216372a8fbe7616fc184df2c1b9	481	doi:10.1038/nbt1358	10.1038/nbt1358	18183025	1/9/2008	Karaman, MW; Herrgard, S; Treiber, DK; Gallant, P; Atteridge, CE; Campbell, BT; Chan, KW; Ciceri, P; Davis, MI; Edeen, PT; Faraoni, R; Floyd, M; Hunt, JP; Lockhart, DJ; Milanov, ZV; Morrison, MJ; Pallares, G; Patel, HK; Pritchard, S; Wodicka, LM; Zarrinkar, PP	Dual specificity protein kinase CLK4	Q9HAZ1	<missing>	<missing>	ChEMBL	13	13	5.18708664	8.01772877	2.83064212	0.816355603	3AMA;4NCT;4QMU;5D1J;5DPV;5DR6;5DR9;5DT0;5OBR;5USY;5USZ;5VCW;5WIN;6DRW;6P10;6P11;7AXM;8B99	6FYV	5D1J	true
G3S-f64e5a765de9cc73	39060bb69c4e8f76b5ea4babc2f97724fa4e7d5c79be4dc83ef5cc192a840c31	855	doi:10.1038/nbt1358	10.1038/nbt1358	18183025	1/9/2008	Karaman, MW; Herrgard, S; Treiber, DK; Gallant, P; Atteridge, CE; Campbell, BT; Chan, KW; Ciceri, P; Davis, MI; Edeen, PT; Faraoni, R; Floyd, M; Hunt, JP; Lockhart, DJ; Milanov, ZV; Morrison, MJ; Pallares, G; Patel, HK; Pritchard, S; Wodicka, LM; Zarrinkar, PP	Discoidin domain-containing receptor 2	Q16832	<missing>	<missing>	ChEMBL	13	12	5.30103	8.49485002	3.19382003	1.80617997	1UWH;1UWJ;2GQG;2IVU;2Y6O;2ZVA;3G5D;3GCS;3HEG;3K54;3LFA;3OCT;3OHT;3QLG;3RGF;3SXR;3WZE;4ASD;4QMS;4XEY;4XLI;5BVW;5H2U;5HI2;5I9Y;5OWR;5VCV;6BSD;6FNM;7ERK;7N9G;8S9F;9R25	6FER	7ERK	true
G3S-f90d3274d7527a1c	68cf89e2fc7921c8a5f7717e7f3f5dad6a7fbcd1fd945e79df7d2516b21676f2	1005	doi:10.1038/nbt1358	10.1038/nbt1358	18183025	1/9/2008	Karaman, MW; Herrgard, S; Treiber, DK; Gallant, P; Atteridge, CE; Campbell, BT; Chan, KW; Ciceri, P; Davis, MI; Edeen, PT; Faraoni, R; Floyd, M; Hunt, JP; Lockhart, DJ; Milanov, ZV; Morrison, MJ; Pallares, G; Patel, HK; Pritchard, S; Wodicka, LM; Zarrinkar, PP	Ephrin type-A receptor 8	P29322	<missing>	<missing>	ChEMBL	13	13	5.48148606	9.61978876	4.1383027	0.976518904	1M17;1UWH;1UWJ;2GQG;2ITO;2ITY;2ITZ;2IVU;2Y6O;2ZVA;3G5D;3GCS;3HEG;3K54;3LFA;3OCT;3OHT;3QLG;3RGF;3SXR;3UG2;3WZE;4ASD;4HJO;4I22;4QMS;4WKQ;4XEY;4XLI;5BVW;5H2U;5HI2;5I9Y;5OWR;5VCV;5VCW;5Y7Z;5Y80;6BSD;6DWN;6FNM;7AXM;7ERK;7N9G;8S9F;9D5E;9D5H;9D5P;9OS6;9R25	3KUL	7ERK	true
G3S-fa6e4a4c0dcd30bf	11ca046dbcb9b9e5510fbbc492714788969a2a17c1ea8fe3708430455a9e85d9	961	pmid:36640459		36640459	2/15/2023	Xin, X; Wang, Y; Zhang, L; Zhang, D; Sha, L; Zhu, Z; Huang, X; Mao, W; Zhang, J	AP2-associated protein kinase 1	Q2M2I8	<missing>	<missing>	ChEMBL	13	13	5.27572413	8.92081875	3.64509462	1.38604079	1M17;3AMA;4HJO;4NCT;4QMU;5DPV;5DR6;5DR9;5DT0;5OBR;5USY;5USZ;5VCW;5WIN;6DRW;6DWN;6P10;6P11;7AXM;8B99;9D5P	4WSQ;5L4Q;5TE0;9QB5		true
G3S-faa50dc5ad915bfc	ca3117b7ef1f999d3539285bb847093bf13954c0f113cb21f99879a94157f27e	337	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Casein kinase I isoform alpha	P48729	<missing>	<missing>	ChEMBL	13	13	5.50863831	7.12493874	1.61630043	0.698970004	3SOA;3UE4;4MXO;4MXX;4MXY;4MXZ;4QMN;4U5J;5AJQ;5D1J;5I9X;5VC3;5VCY;6FDY;6OP9;6VGL;6VNK;6WTN;7F3G;8R4Q;9D5F	5FQD;8G66;9OTY	5D1J	true
G3S-ff1642432df55432	4c0cef143858b123b57fe94ba580d433ebbad7bbfb5265d8ae729c1e43be5e46	135	doi:10.1021/jm801077j	10.1021/jm801077j	19053747	12/18/2008	Delaine, T; Cumpstey, I; Ingrassia, L; Le Mercier, M; Okechukwu, P; Leffler, H; Kiss, R; Nilsson, UJ	Galectin-1	P09382	<missing>	<missing>	ChEMBL	13	9	3.37675071	5.69897	2.32221929	0.561796811	1DLL;1IS4;1JYN;1MS0;1MS9;1PUU;1SE4;1V00;2IY8;2PEL;2ZGM;3AP6;3AP7;3NJS;4BLJ	1GZW;2KM2;3M2M;3OY8;3OYW;3T2T;3W58;3W59;4Q1P;4Q1R;4Q26;4Q27;4Q2F;4XBL;4Y1U;4Y1V;4Y1X;4Y1Y;4Y1Z;4Y20;4Y22;4Y24;5MWT;5MWX;6B94;6F83;7LTA;7NML;8B0W;8B0Z;8OJP;8R74;8RDC;9I4K;9I4L		true
