estimand_id	gene_symbol	uniprot_accession	strict_global_zero_status	strict_pdb_id	strict_coordinate_sha256	site_unoccupied_status	site_unoccupied_pdb_id	site_unoccupied_coordinate_sha256	site_unoccupied_is_strict_global_zero	site_unoccupied_minimum_foreign_distance_angstrom	site_unoccupied_sidechain_coverage	expanded_coordinate_attempt_cap	expanded_search_truncated
UniProt:Q00532:4-287|KLIFS:217:positions1-85	CDKL1	Q00532	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q00535:4-286|KLIFS:203:positions1-85	CDK5	Q00535	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q02156:408-668|KLIFS:38:positions1-85	PRKCE	Q02156	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q02750:68-361|KLIFS:383:positions1-85	MAP2K1	Q02750	NO_QUALIFIED_VIEW			SEARCH_TRUNCATED			false			25	true
UniProt:Q02763:824-1096|KLIFS:477:positions1-85	TEK	Q02763	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q02779:98-360|KLIFS:501:positions1-85	MAP3K10	Q02779	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q04759:380-634|KLIFS:37:positions1-85	PRKCQ	Q04759	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q04771:208-502|KLIFS:516:positions1-85	ACVR1	Q04771	NO_QUALIFIED_VIEW			SEARCH_TRUNCATED			false			25	true
UniProt:Q04912:1082-1345|KLIFS:447:positions1-85	MST1R	Q04912	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q05397:422-680|KLIFS:425:positions1-85	PTK2	Q05397	NO_QUALIFIED_VIEW			SEARCH_TRUNCATED			false			25	true
UniProt:Q05655:349-603|KLIFS:36:positions1-85	PRKCD	Q05655	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q06187:402-655|KLIFS:473:positions1-85	BTK	Q06187	NO_QUALIFIED_VIEW			SEARCH_TRUNCATED			false			25	true
UniProt:Q06418:518-790|KLIFS:399:positions1-85	TYRO3	Q06418	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q07912:126-385|KLIFS:394:positions1-85	TNK2	Q07912	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q08345:610-905|KLIFS:404:positions1-85	DDR1	Q08345	NO_QUALIFIED_VIEW			SEARCH_TRUNCATED			false			25	true
UniProt:Q08881:363-615|KLIFS:474:positions1-85	ITK	Q08881	NO_QUALIFIED_VIEW			SEARCH_TRUNCATED			false			25	true
UniProt:Q09013:71-339|KLIFS:5:positions1-85	DMPK	Q09013	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q12851:16-273|KLIFS:1105:positions1-85	MAP4K2	Q12851	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q12852:125-366|KLIFS:498:positions1-85	MAP3K12	Q12852	PASS	5CEN	909eda13f155ab1925ad2603bede6098d410925bcb6ac0495f9de809846d1857	PASS	5CEN	909eda13f155ab1925ad2603bede6098d410925bcb6ac0495f9de809846d1857	true		1.0	25	false
UniProt:Q12866:587-858|KLIFS:400:positions1-85	MERTK	Q12866	NO_QUALIFIED_VIEW			SEARCH_TRUNCATED			false			25	true
UniProt:Q13043:30-281|KLIFS:364:positions1-85	STK4	Q13043	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q13131:27-279|KLIFS:117:positions1-85	PRKAA1	Q13131	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q13153:270-521|KLIFS:367:positions1-85	PAK1	Q13153	NO_QUALIFIED_VIEW			SEARCH_TRUNCATED			false			25	true
UniProt:Q13164:55-347|KLIFS:243:positions1-85	MAPK7	Q13164	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q13177:249-499|KLIFS:368:positions1-85	PAK2	Q13177	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q13188:27-278|KLIFS:363:positions1-85	STK3	Q13188	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q13237:453-711|KLIFS:43:positions1-85	PRKG2	Q13237	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q13464:76-338|KLIFS:9:positions1-85	ROCK1	Q13464	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q13523:687-1006|KLIFS:236:positions1-85	PRPF4B	Q13523	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q13546:17-289|KLIFS:511:positions1-85	RIPK1	Q13546	NO_QUALIFIED_VIEW			SEARCH_TRUNCATED			false			25	true
UniProt:Q13554:14-272|KLIFS:114:positions1-85	CAMK2B	Q13554	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q13555:14-272|KLIFS:116:positions1-85	CAMK2G	Q13555	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q13557:14-272|KLIFS:115:positions1-85	CAMK2D	Q13557	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q13627:159-479|KLIFS:227:positions1-85	DYRK1A	Q13627	NO_QUALIFIED_VIEW			SEARCH_TRUNCATED			false			25	true
UniProt:Q13705:190-480|KLIFS:524:positions1-85	ACVR2B	Q13705	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q13882:191-445|KLIFS:468:positions1-85	PTK6	Q13882	PASS	6CZ2	4f09145202d60e196679318cad72d93b118a5efc0ff04df46168943dbde47170	PASS	6CZ2	4f09145202d60e196679318cad72d93b118a5efc0ff04df46168943dbde47170	true		1.0	25	false
UniProt:Q13976:360-619|KLIFS:42:positions1-85	PRKG1	Q13976	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q14012:20-276|KLIFS:109:positions1-85	CAMK1	Q14012	PASS	4FGB	f3a63870d3f09938fd76c7a2c5df223fb0e5a843ab476de2418f87e2d7718535	PASS	4FGB	f3a63870d3f09938fd76c7a2c5df223fb0e5a843ab476de2418f87e2d7718535	true		0.9529411764705882	25	false
UniProt:Q14164:9-315|KLIFS:271:positions1-85	IKBKE	Q14164	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q14289:425-683|KLIFS:424:positions1-85	PTK2B	Q14289	PASS	3FZO	68d4674affa5b5a5337c6ae3a19cc567488bd1923e0340d0f315902b106d5aa5	PASS	3FZO	68d4674affa5b5a5337c6ae3a19cc567488bd1923e0340d0f315902b106d5aa5	true		1.0	25	false
UniProt:Q14680:11-263|KLIFS:128:positions1-85	MELK	Q14680	NO_QUALIFIED_VIEW			SEARCH_TRUNCATED			false			25	true
UniProt:Q15208:89-382|KLIFS:24:positions1-85	STK38	Q15208	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q15303:718-985|KLIFS:409:positions1-85	ERBB4	Q15303	NO_QUALIFIED_VIEW			PASS	3BCE	faa23d6a8fae65aac040ee7d6a8efd31522fa331c2b1e8892c0c6cab811105b7	false	8.113124983629922	1.0	25	false
UniProt:Q15349:59-318|KLIFS:53:positions1-85	RPS6KA2	Q15349	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q15375:633-894|KLIFS:415:positions1-85	EPHA7	Q15375	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q15418:62-321|KLIFS:54:positions1-85	RPS6KA1	Q15418	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q15759:24-308|KLIFS:250:positions1-85	MAPK11	Q15759	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q15835:190-455|KLIFS:16:positions1-85	GRK1	Q15835	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q16288:538-839|KLIFS:482:positions1-85	NTRK3	Q16288	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q16512:615-874|KLIFS:44:positions1-85	PKN1	Q16512	PASS	4OTD	420fc5a76c38e3049209b12a5348883f12529577ff17492d1cea340f581b338f	PASS	4OTD	420fc5a76c38e3049209b12a5348883f12529577ff17492d1cea340f581b338f	true		0.9764705882352941	25	false
UniProt:Q16513:657-916|KLIFS:45:positions1-85	PKN2	Q16513	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q16539:24-308|KLIFS:249:positions1-85	MAPK14	Q16539	NO_QUALIFIED_VIEW			PASS	3OEF	4229764a3f0b464cf351dde77befd33c86ea0a8f6b3327aae5061764cff211e0	false	8.158161373741022	1.0	25	false
UniProt:Q16584:117-379|KLIFS:502:positions1-85	MAP3K11	Q16584	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q16620:538-807|KLIFS:481:positions1-85	NTRK2	Q16620	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q16659:20-316|KLIFS:242:positions1-85	MAPK6	Q16659	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q16816:20-288|KLIFS:158:positions1-85	PHKG1	Q16816	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q16832:563-849|KLIFS:405:positions1-85	DDR2	Q16832	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q2M2I8:46-315|KLIFS:277:positions1-85	AAK1	Q2M2I8	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q59H18:463-723|KLIFS:496:positions1-85	TNNI3K	Q59H18	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q5VT25:77-343|KLIFS:6:positions1-85	CDC42BPA	Q5VT25	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q6DT37:71-337|KLIFS:8:positions1-85	CDC42BPG	Q6DT37	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q6PHR2:14-270|KLIFS:330:positions1-85	ULK3	Q6PHR2	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q6ZN16:652-908|KLIFS:347:positions1-85	MAP3K15	Q6ZN16	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q7KZI7:53-304|KLIFS:124:positions1-85	MARK2	Q7KZI7	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q7L7X3:28-281|KLIFS:379:positions1-85	TAOK1	Q7L7X3	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q86UE8:462-741|KLIFS:324:positions1-85	TLK2	Q86UE8	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q86UX6:93-353|KLIFS:69:positions1-85	STK32C	Q86UX6	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q86Y07:29-319|KLIFS:194:positions1-85	VRK2	Q86Y07	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q86Z02:190-518|KLIFS:235:positions1-85	HIPK1	Q86Z02	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q8IU85:23-279|KLIFS:110:positions1-85	CAMK1D	Q8IU85	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q8IVH8:16-273|KLIFS:356:positions1-85	MAP4K3	Q8IVH8	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q8IVW4:4-286|KLIFS:219:positions1-85	CDKL3	Q8IVW4	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q8IWQ3:19-270|KLIFS:119:positions1-85	BRSK2	Q8IWQ3	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q8IYT8:9-271|KLIFS:329:positions1-85	ULK2	Q8IYT8	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q8N4C8:25-289|KLIFS:362:positions1-85	MINK1	Q8N4C8	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q8N568:394-651|KLIFS:147:positions1-85	DCLK2	Q8N568	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q8N752:17-285|KLIFS:185:positions1-85	CSNK1A1L	Q8N752	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q8TDC3:34-285|KLIFS:120:positions1-85	BRSK1	Q8TDC3	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q8TDX7:34-299|KLIFS:289:positions1-85	NEK7	Q8TDX7	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q8WTQ7:191-454|KLIFS:17:positions1-85	GRK7	Q8WTQ7	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q8WU08:23-281|KLIFS:68:positions1-85	STK32A	Q8WU08	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q92630:222-535|KLIFS:230:positions1-85	DYRK2	Q92630	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q92772:4-287|KLIFS:218:positions1-85	CDKL2	Q92772	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q92918:17-274|KLIFS:358:positions1-85	MAP4K1	Q92918	NO_QUALIFIED_VIEW			SEARCH_TRUNCATED			false			25	true
UniProt:Q96BR1:162-419|KLIFS:66:positions1-85	SGK3	Q96BR1	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q96GD4:77-327|KLIFS:261:positions1-85	AURKB	Q96GD4	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q96L34:59-310|KLIFS:127:positions1-85	MARK4	Q96L34	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q96NX5:23-277|KLIFS:111:positions1-85	CAMK1G	Q96NX5	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q96RR4:165-446|KLIFS:265:positions1-85	CAMKK2	Q96RR4	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q96SB4:80-653|KLIFS:256:positions1-85	SRPK1	Q96SB4	PASS	7DD1	3495c97fe1d65ee7606ca0ada1a1d6d44f85a6e16de3639110e30ed73ad83161	PASS	7DD1	3495c97fe1d65ee7606ca0ada1a1d6d44f85a6e16de3639110e30ed73ad83161	true	13.657796820863899	1.0	25	false
UniProt:Q99640:110-359|KLIFS:334:positions1-85	PKMYT1	Q99640	NO_QUALIFIED_VIEW			SEARCH_TRUNCATED			false			25	true
UniProt:Q99683:680-938|KLIFS:345:positions1-85	MAP3K5	Q99683	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9BUB5:49-374|KLIFS:152:positions1-85	MKNK1	Q9BUB5	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9C098:356-613|KLIFS:146:positions1-85	DCLK3	Q9C098	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9H093:53-303|KLIFS:131:positions1-85	NUAK2	Q9H093	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9H0K1:20-271|KLIFS:133:positions1-85	SIK2	Q9H0K1	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9H2G2:34-292|KLIFS:374:positions1-85	SLK	Q9H2G2	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9H2K8:24-277|KLIFS:378:positions1-85	TAOK3	Q9H2K8	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9H2X6:199-527|KLIFS:233:positions1-85	HIPK2	Q9H2X6	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9H3Y6:230-488|KLIFS:469:positions1-85	SRMS	Q9H3Y6	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9H422:197-525|KLIFS:232:positions1-85	HIPK3	Q9H422	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9H4B4:62-314|KLIFS:312:positions1-85	PLK3	Q9H4B4	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9HAZ1:159-475|KLIFS:226:positions1-85	CLK4	Q9HAZ1	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9HBH9:84-388|KLIFS:151:positions1-85	MKNK2	Q9HBH9	NO_QUALIFIED_VIEW			PASS	2AC3	6df723b572144f5e193e634ba54e6e65debd513a5764f22cee90a2e6efac86e2	false	19.09867840977485	1.0	25	false
UniProt:Q9HC98:45-310|KLIFS:288:positions1-85	NEK6	Q9HC98	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9HCP0:44-315|KLIFS:190:positions1-85	CSNK1G1	Q9HCP0	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9NQU5:407-658|KLIFS:371:positions1-85	PAK6	Q9NQU5	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9NRH2:16-269|KLIFS:136:positions1-85	SNRK	Q9NRH2	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9NRM7:668-973|KLIFS:26:positions1-85	LATS2	Q9NRM7	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9NSY1:51-316|KLIFS:278:positions1-85	BMP2K	Q9NSY1	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9NWZ3:186-454|KLIFS:489:positions1-85	IRAK4	Q9NWZ3	NO_QUALIFIED_VIEW			SEARCH_TRUNCATED			false			25	true
UniProt:Q9NY57:23-283|KLIFS:67:positions1-85	STK32B	Q9NY57	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9NYY3:82-334|KLIFS:313:positions1-85	PLK2	Q9NYY3	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9P0L2:60-311|KLIFS:125:positions1-85	MARK1	Q9P0L2	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9P1W9:32-286|KLIFS:161:positions1-85	PIM2	Q9P1W9	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9UEW8:63-337|KLIFS:354:positions1-85	STK39	Q9UEW8	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9UHD2:9-310|KLIFS:272:positions1-85	TBK1	Q9UHD2	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9UIK4:23-285|KLIFS:142:positions1-85	DAPK2	Q9UIK4	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9UK32:73-330|KLIFS:56:positions1-85	RPS6KA6	Q9UK32	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9UKE5:25-289|KLIFS:360:positions1-85	TNIK	Q9UKE5	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9UKI8:456-734|KLIFS:323:positions1-85	TLK1	Q9UKI8	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9UL54:28-281|KLIFS:377:positions1-85	TAOK2	Q9UL54	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9UM73:1116-1392|KLIFS:396:positions1-85	ALK	Q9UM73	NO_QUALIFIED_VIEW			SEARCH_TRUNCATED			false			25	true
UniProt:Q9UPE1:79-565|KLIFS:258:positions1-85	SRPK3	Q9UPE1	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9UQB9:43-293|KLIFS:260:positions1-85	AURKC	Q9UQB9	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9UQM7:13-271|KLIFS:113:positions1-85	CAMK2A	Q9UQM7	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9Y243:148-405|KLIFS:3:positions1-85	AKT3	Q9Y243	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9Y2H1:90-383|KLIFS:25:positions1-85	STK38L	Q9Y2H1	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9Y2H9:374-647|KLIFS:18:positions1-85	MAST1	Q9Y2H9	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9Y463:111-431|KLIFS:228:positions1-85	DYRK1B	Q9Y463	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9Y4K4:20-277|KLIFS:357:positions1-85	MAP4K5	Q9Y4K4	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9Y5S2:76-342|KLIFS:7:positions1-85	CDC42BPB	Q9Y5S2	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9Y616:165-452|KLIFS:488:positions1-85	IRAK3	Q9Y616	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
UniProt:Q9Y6E0:36-286|KLIFS:380:positions1-85	STK24	Q9Y6E0	PASS	3A7F	9594169fbbfb159fe9d9f559619f8617f59a1ff296784c33d0c4b65efe03d4f4	PASS	3A7F	9594169fbbfb159fe9d9f559619f8617f59a1ff296784c33d0c4b65efe03d4f4	true		1.0	25	false
UniProt:Q9Y6M4:43-313|KLIFS:189:positions1-85	CSNK1G3	Q9Y6M4	NO_QUALIFIED_VIEW			NO_QUALIFIED_VIEW			false			25	false
